genome.genome_id	genome.biosample_accession	genome.geographic_location	genome.isolation_country	genome.collection_date	genome.collection_year
1733.8390	SAMEA2533346	Hamburg	Germany	1998-2015	
1773.2876	SAMEA2533352				
1773.3017	SAMEA2533354				
1773.3142	SAMEA2533355				
1733.8391	SAMEA2533358		Swaziland	2009-2010	
1773.373	SAMEA2533363		Germany		
1773.2516	SAMEA2533366				
1773.2541	SAMEA2533368				
1773.3430	SAMEA2533377				
1773.3359	SAMEA2533379				
1773.371	SAMEA2533380		Abkhazia		
1773.3151	SAMEA2533390				
1773.2593	SAMEA2533391				
1773.3344	SAMEA2533393				
1773.3099	SAMEA2533400				
1773.2558	SAMEA2533406				
1773.3390	SAMEA2533409				
1773.2810	SAMEA2533411				
1773.2648	SAMEA2533412				
1773.2953	SAMEA2533416				
1773.3279	SAMEA2533430				
1733.8397	SAMEA2533431		Swaziland	2009-2010	
1773.2607	SAMEA2533433				
1733.8399	SAMEA2533437		Swaziland	2009-2010	
1773.2568	SAMEA2533450				
1773.2959	SAMEA2533451				
1773.3150	SAMEA2533454				
1773.2867	SAMEA2533459				
1773.367	SAMEA2533463		Uzbekistan		
1773.366	SAMEA2533465		Turkmenistan		
1773.2954	SAMEA2533466				
1773.2640	SAMEA2533467				
1773.2627	SAMEA2533470				
1733.8402	SAMEA2533473		Swaziland	2009-2010	
1773.2961	SAMEA2533475				
1773.2551	SAMEA2533482				
1773.3166	SAMEA2533484				
1773.3458	SAMEA2533486				
1773.3369	SAMEA2533493				
1773.2797	SAMEA2533505				
1773.2763	SAMEA2533507				
1773.3002	SAMEA2533510				
1773.2665	SAMEA2533509				
1773.3367	SAMEA2533518				
1773.3258	SAMEA2533522				
1773.3309	SAMEA2533527				
1773.2897	SAMEA2533529				
1773.2524	SAMEA2533536				
1773.3190	SAMEA2533541				
1773.2486	SAMEA2533542				
1773.3133	SAMEA2533546				
1773.2949	SAMEA2533547				
1733.8411	SAMEA2533549	Hamburg	Germany	1998-2015	
1773.2921	SAMEA2533562				
1773.2491	SAMEA2533566				
1773.2857	SAMEA2533565				
1773.2855	SAMEA2533577				
1773.362	SAMEA2533580		Thailand		
1773.5525	SAMEA2533579				
1773.3078	SAMEA2533582				
1773.2460	SAMEA2533590				
1773.3207	SAMEA2533596				
1773.5509	SAMEA2533595				
1773.3462	SAMEA2533597				
1773.359	SAMEA2533609		Turkmenistan		
1773.2622	SAMEA2533629				
1773.3404	SAMEA2533630				
1773.3149	SAMEA2533633				
1773.2873	SAMEA2533636				
1773.2930	SAMEA2533638				
1773.2814	SAMEA2533654				
1773.2670	SAMEA2533662				
1773.3405	SAMEA2533667				
1773.3403	SAMEA2533668				
1773.3177	SAMEA2533669				
1773.2820	SAMEA2533671				
1773.2747	SAMEA2533676				
1773.356	SAMEA2533682		Swaziland		
1773.3119	SAMEA2533686				
1773.2438	SAMEA2533687				
1773.5504	SAMEA2533690				
1773.2944	SAMEA2533693				
1773.2910	SAMEA2533698				
1773.2947	SAMEA2533704				
1773.3392	SAMEA2533707				
1733.8421	SAMEA2533708	Hamburg	Germany	1998-2015	
1773.2757	SAMEA2533711				
1773.3371	SAMEA2533715				
1773.3050	SAMEA2533719				
1773.3412	SAMEA2533722				
1773.3301	SAMEA2533724				
1773.2488	SAMEA2533726				
1773.3492	SAMEA2533730				
1773.2566	SAMEA2533731				
1773.3338	SAMEA2533738				
1773.353	SAMEA2533740		Thailand		
1773.3307	SAMEA2533742				
1733.8424	SAMEA2533750		Swaziland	2009-2010	
1773.351	SAMEA2533751		Turkmenistan		
1773.2931	SAMEA2533767				
1773.3402	SAMEA2533769				
1773.348	SAMEA2533777		Russia		
1773.3275	SAMEA2533778				
1773.3490	SAMEA2533785				
1773.2436	SAMEA2533787				
1773.3238	SAMEA2533803				
1773.2964	SAMEA2533807				
1773.5470	SAMEA2533809				
1773.2834	SAMEA2533817				
1773.2609	SAMEA2533818				
1773.3093	SAMEA2533822				
1773.2906	SAMEA2533827				
1773.2786	SAMEA2533835				
1773.3009	SAMEA2533834				
1733.8436	SAMEA2533836	Hamburg	Germany	1998-2015	
1773.3519	SAMEA2533838				
1773.3274	SAMEA2533839				
1773.2707	SAMEA2533843				
1733.8439	SAMEA2533844		Swaziland	2009-2010	
1773.3259	SAMEA2533846				
1773.2894	SAMEA2533845				
1773.343	SAMEA2533850		Russia		
1773.3370	SAMEA2533851				
1733.8443	SAMEA2533854	Hamburg	Germany	1998-2015	
1733.8444	SAMEA2533855		Swaziland	2009-2010	
1773.2556	SAMEA2533858				
1773.3337	SAMEA2533859				
1773.5471	SAMEA2533865				
1773.2539	SAMEA2533870				
1773.3422	SAMEA2533875				
1773.3505	SAMEA2533888				
1773.3443	SAMEA2533889				
1773.2610	SAMEA2533890				
1773.3380	SAMEA2533898				
1773.2900	SAMEA2533904				
1773.3109	SAMEA2533906				
1773.3021	SAMEA2533912				
1773.5463	SAMEA2533915				
1773.2595	SAMEA2533920				
1773.2781	SAMEA2533921				
1773.2875	SAMEA2533924				
1773.2907	SAMEA2533926				
1773.3530	SAMEA2533936				
1773.2885	SAMEA2533939				
1773.2704	SAMEA2533940				
1773.3038	SAMEA2533958				
1733.8452	SAMEA2533965	Hamburg	Germany	1998-2015	
1773.2561	SAMEA2533966				
1773.2537	SAMEA2533970				
1773.3158	SAMEA2533971				
1773.2678	SAMEA2533973				
1773.2740	SAMEA2533975				
1773.3113	SAMEA2533983				
1773.2685	SAMEA2533987				
1773.3455	SAMEA2533989				
1773.2853	SAMEA2533990				
1773.2471	SAMEA2533991				
1773.3295	SAMEA2533993				
1773.3494	SAMEA2533996				
1773.3264	SAMEA2533995				
1773.3257	SAMEA2533999				
1733.8454	SAMEA2534000		Swaziland	2009-2010	
1773.3143	SAMEA2534012				
1773.3334	SAMEA2534015				
1773.2724	SAMEA2534025				
1733.8458	SAMEA2534036	Hamburg	Germany	1998-2015	
1773.3061	SAMEA2534037				
1773.3339	SAMEA2534039				
1773.2696	SAMEA2534043				
1733.8461	SAMEA2534048	Hamburg	Germany	1998-2015	
1773.3191	SAMEA2534047				
1773.2866	SAMEA2534060				
1773.3222	SAMEA2534072				
1773.3302	SAMEA2534076				
1773.2674	SAMEA2534081				
1773.2660	SAMEA2534082				
1773.2694	SAMEA2534083				
1773.332	SAMEA2534085		Turkmenistan		
1773.3384	SAMEA2534091				
1733.8464	SAMEA2534092		Swaziland	2009-2010	
1773.2462	SAMEA2534094				
1773.2577	SAMEA2534095				
1773.2841	SAMEA2534096				
1773.2776	SAMEA2534100				
1773.2567	SAMEA2534105				
1733.8469	SAMEA2534121		Swaziland	2009-2010	
1773.328	SAMEA2534126		Vietnam		
1733.8472	SAMEA2534126	Hamburg	Germany	1998-2015	
1773.3523	SAMEA2534129				
1773.2538	SAMEA2534131				
1773.3411	SAMEA2534134				
1773.3220	SAMEA2534147				
1773.5501	SAMEA2534148				
1773.2973	SAMEA2534154				
1773.2782	SAMEA2534157				
1733.8473	SAMEA2534158		Swaziland	2009-2010	
1773.3393	SAMEA2534162				
1773.2451	SAMEA2534165				
1773.2849	SAMEA2534174				
1773.3446	SAMEA2534176				
1773.2843	SAMEA2534177				
1773.327	SAMEA2534182		Kazakhstan		
1773.3013	SAMEA2534183				
1773.2801	SAMEA2534193				
1773.2716	SAMEA2534207				
1773.2637	SAMEA2534210				
1773.3300	SAMEA2534218				
1773.2886	SAMEA2534238				
1773.324	SAMEA2534241		Swaziland		
1773.5512	SAMEA2534243				
1773.2447	SAMEA2534245				
1773.3421	SAMEA2534246				
1773.3450	SAMEA2534247				
1773.2682	SAMEA2534251				
1773.2845	SAMEA2534252				
1773.3374	SAMEA2534254				
1773.3473	SAMEA2534255				
1773.3373	SAMEA2534257				
1773.3123	SAMEA2534265				
1773.3321	SAMEA2534268				
1773.3245	SAMEA2534274				
1773.3110	SAMEA2534277				
1773.2960	SAMEA2534281				
1773.2957	SAMEA2534283				
1773.5527	SAMEA2534287				
1733.8487	SAMEA2534291		Swaziland	2009-2010	
1773.2603	SAMEA2534292				
1773.5503	SAMEA2534293				
1733.8488	SAMEA2534295	Hamburg	Germany	1998-2015	
1773.2457	SAMEA2534298				
1773.3277	SAMEA2534302				
1733.8490	SAMEA2534303		Swaziland	2009-2010	
1773.3283	SAMEA2534305				
1773.3208	SAMEA2534309				
1773.2787	SAMEA2534311				
1773.3184	SAMEA2534314				
1773.3103	SAMEA2534316				
1733.8495	SAMEA2534323		Swaziland	2009-2010	
1773.3364	SAMEA2534324				
1773.2888	SAMEA2534326				
1773.316	SAMEA2534330		Swaziland		
1773.2817	SAMEA2534334				
1773.3389	SAMEA2534338				
1773.2775	SAMEA2534345				
1773.3282	SAMEA2534348				
1773.2925	SAMEA2534351				
1773.3215	SAMEA2534352				
1773.2526	SAMEA2534363				
1773.3387	SAMEA2534365				
1773.2995	SAMEA2534380				
1773.2589	SAMEA2534386				
1773.3187	SAMEA2534389				
1733.8505	SAMEA2534394		Swaziland	2009-2010	
1733.8506	SAMEA2534393		Swaziland	2009-2010	
1773.3425	SAMEA2534395				
1733.8507	SAMEA2534396		Swaziland	2009-2010	
1773.2703	SAMEA2534411				
1773.3518	SAMEA2534419				
1773.2441	SAMEA2534421				
1733.8515	SAMEA2534425		Swaziland	2009-2010	
1773.2962	SAMEA2534439				
1773.2705	SAMEA2534442				
1773.2968	SAMEA2534443				
1773.3330	SAMEA2534444				
1733.8518	SAMEA2534447		Swaziland	2009-2010	
1773.3082	SAMEA2534448				
1773.2898	SAMEA2534460				
1773.309	SAMEA2534474		Thailand		
1773.3484	SAMEA2534480				
1773.2824	SAMEA2534484				
1773.3304	SAMEA2534486				
1773.2642	SAMEA2534488				
1773.3272	SAMEA2534490				
1733.8523	SAMEA2534493		Swaziland	2009-2010	
1773.2950	SAMEA2534496				
1773.2966	SAMEA2534498				
1773.3036	SAMEA2534504				
1773.2452	SAMEA2534514				
1773.2599	SAMEA2534519				
1773.5460	SAMEA2534521				
1773.2987	SAMEA2534523				
1773.5485	SAMEA2534527				
1773.2804	SAMEA2534529				
1773.3489	SAMEA2534530				
1773.2911	SAMEA2534532				
1773.3206	SAMEA2534534				
1773.5533	SAMEA2534540				
1733.8531	SAMEA2534544		Swaziland	2009-2010	
1773.2548	SAMEA2534547				
1773.3476	SAMEA2534551				
1773.3118	SAMEA2534553				
1773.3018	SAMEA2534560				
1773.2854	SAMEA2534573				
1773.2579	SAMEA2534576				
1773.2755	SAMEA2534589				
1773.2499	SAMEA2534597				
1773.2467	SAMEA2534603				
1773.2494	SAMEA2534607				
1773.2986	SAMEA2534608				
1773.3028	SAMEA2534610				
1773.2913	SAMEA2534613				
1773.3480	SAMEA2534616				
1773.3015	SAMEA2534619				
1773.2783	SAMEA2534633				
1733.8543	SAMEA2534635		Swaziland	2009-2010	
1773.3231	SAMEA2534634				
1773.304	SAMEA2534642		Russia		
1773.2582	SAMEA2534649				
1773.3155	SAMEA2534661				
1773.3047	SAMEA2534664				
1773.2977	SAMEA2534667				
1773.3474	SAMEA2534674				
1773.3531	SAMEA2534678				
1773.3136	SAMEA2534684				
1773.2601	SAMEA2534691				
1773.2442	SAMEA2534694				
1773.3024	SAMEA2534700				
1773.3253	SAMEA2534699				
1773.5489	SAMEA2534705				
1773.3448	SAMEA2534717				
1773.3465	SAMEA2534719				
1773.3094	SAMEA2534723				
1773.3183	SAMEA2534732				
1773.2742	SAMEA2534737				
1773.3181	SAMEA2534738				
1773.2675	SAMEA2534745				
1773.3512	SAMEA2534748				
1773.3401	SAMEA2534754				
1773.2719	SAMEA2534765				
1733.8558	SAMEA2534767		Swaziland	2009-2010	
1773.3052	SAMEA2534776				
1773.3214	SAMEA2534777				
1773.2752	SAMEA2534779				
1773.3385	SAMEA2534780				
1773.3316	SAMEA2534789				
1773.3066	SAMEA2534793				
1773.5524	SAMEA2534794				
1773.2830	SAMEA2534801				
1773.3352	SAMEA2534804				
1773.3268	SAMEA2534806				
1773.3415	SAMEA2534812				
1773.3329	SAMEA2534815				
1733.8567	SAMEA2534823	Hamburg	Germany	1998-2015	
1773.3105	SAMEA2534837				
1773.3250	SAMEA2534836				
1773.2940	SAMEA2534838				
1773.5472	SAMEA2534839				
1733.8570	SAMEA2534841		Swaziland	2009-2010	
1773.3447	SAMEA2534844				
1773.3456	SAMEA2534845				
1773.3059	SAMEA2534848				
1773.3032	SAMEA2534850				
1773.2829	SAMEA2534883				
1773.2864	SAMEA2534885				
1733.8583	SAMEA2534906		Swaziland	2009-2010	
1733.8585	SAMEA2534919		Swaziland	2009-2010	
1773.2717	SAMEA2534924				
1733.8586	SAMEA2534928		Swaziland	2009-2010	
1773.3424	SAMEA2534931				
1773.2613	SAMEA2534937				
1773.2946	SAMEA2534936				
1773.5488	SAMEA2534939				
1773.2454	SAMEA2534947				
1773.3030	SAMEA2534958				
1773.2850	SAMEA2534967				
1773.3226	SAMEA2534969				
1773.2823	SAMEA2534972				
1773.2560	SAMEA2534973				
1733.8592	SAMEA2534974		Swaziland	2009-2010	
1773.5469	SAMEA2534975				
1773.2943	SAMEA2534977				
1773.2751	SAMEA2534979				
1773.2497	SAMEA2534980				
1773.2498	SAMEA2534987				
1773.285	SAMEA2534994		Vietnam		
1733.8594	SAMEA2534996		Swaziland	2009-2010	
1773.3189	SAMEA2535005				
1773.2869	SAMEA2535008				
1773.3524	SAMEA2535011				
1773.2475	SAMEA2535017				
1773.2915	SAMEA2535019				
1773.3285	SAMEA2535020				
1773.2985	SAMEA2535022				
1773.2728	SAMEA2535024				
1773.3216	SAMEA2535027				
1733.8597	SAMEA2535031	Hamburg	Germany	1998-2015	
1773.2871	SAMEA2535041				
1773.5523	SAMEA2535046				
1733.8598	SAMEA2535048		Swaziland	2009-2010	
1733.8599	SAMEA2535052		Swaziland	2009-2010	
1733.8605	SAMEA2535054		Swaziland	2009-2010	
1773.5535	SAMEA2535059				
1773.3010	SAMEA2535061				
1773.3014	SAMEA2535063				
1773.5479	SAMEA2535067				
1773.3011	SAMEA2535083				
1773.3419	SAMEA2535084				
1773.3057	SAMEA2535089				
1773.2644	SAMEA2535093				
1773.5483	SAMEA2535095				
1773.2836	SAMEA2535096				
1773.3241	SAMEA2535097				
1773.3115	SAMEA2535098				
1733.8611	SAMEA2535100		Swaziland	2009-2010	
1733.8612	SAMEA2535105		Swaziland	2009-2010	
1773.2618	SAMEA2535110				
1773.3182	SAMEA2535113				
1773.3039	SAMEA2535115				
1773.3084	SAMEA2535122				
1773.2741	SAMEA2535123				
1773.280	SAMEA2535125		Iran		
1773.2806	SAMEA2517424				
1773.279	SAMEA2535126		Kenya		
1773.3386	SAMEA2535126				
1773.3046	SAMEA2535129				
1773.3060	SAMEA2535130				
1773.3475	SAMEA2535137				
1773.3511	SAMEA2535149				
1773.2903	SAMEA2535153				
1733.8620	SAMEA2535162		Swaziland	2009-2010	
1773.2722	SAMEA2535165				
1773.2507	SAMEA2535164				
1773.2466	SAMEA2535168				
1773.3345	SAMEA2535170				
1773.3049	SAMEA2535178				
1773.274	SAMEA2535180		Swaziland		
1733.8621	SAMEA2535180		Swaziland	2009-2010	
1773.2918	SAMEA2535181				
1773.2835	SAMEA2535183				
1773.5500	SAMEA2535186				
1773.2542	SAMEA2535185				
1773.3239	SAMEA2535188				
1733.8623	SAMEA2535197		Swaziland	2009-2010	
1773.3488	SAMEA2535202				
1773.2477	SAMEA2535204				
1773.2881	SAMEA2535206				
1733.8626	SAMEA2535210		Swaziland	2009-2010	
1773.2581	SAMEA2535213				
1733.8628	SAMEA2535217	Hamburg	Germany	1998-2015	
1773.2661	SAMEA2535219				
1733.8630	SAMEA2535221		Swaziland	2009-2010	
1773.2794	SAMEA2535224				
1733.8631	SAMEA2535229		Swaziland	2009-2010	
1773.3349	SAMEA2535231				
1773.2616	SAMEA2535237				
1773.2553	SAMEA2535239				
1733.8633	SAMEA2535241		Swaziland	2009-2010	
1773.3516	SAMEA2535247				
1773.3083	SAMEA2535252				
1773.2562	SAMEA2535253				
1773.3255	SAMEA2535258				
1733.8634	SAMEA2535259		Swaziland	2009-2010	
1773.2852	SAMEA2517426				
1773.3248	SAMEA2535267				
1733.8635	SAMEA2535268	Hamburg	Germany	1998-2015	
1733.8637	SAMEA2535272		Swaziland	2009-2010	
1733.8638	SAMEA2535274		Swaziland	2009-2010	
1773.2826	SAMEA2535277				
1773.3053	SAMEA2535283				
1773.2459	SAMEA2535285				
1773.2697	SAMEA2535288				
1773.5468	SAMEA2535299				
1733.8644	SAMEA2535310		Swaziland	2009-2010	
1773.2570	SAMEA2535313				
1773.2945	SAMEA2535312				
1773.5534	SAMEA2535325				
1773.2440	SAMEA2535327				
1773.2764	SAMEA2535333				
1773.5490	SAMEA2535344				
1773.3341	SAMEA2535315				
1773.8006	SAMEA3558109				
1773.8007	SAMEA3558110				
1773.8009	SAMEA3558112				
1773.8016	SAMEA3558119				
1773.8017	SAMEA3558120				
1773.8018	SAMEA3558121				
1773.8020	SAMEA3558123				
1773.8025	SAMEA3558128				
1773.8028	SAMEA3558131				
1773.8029	SAMEA3558132				
1773.8030	SAMEA3558133				
1773.8037	SAMEA3558140				
1773.8038	SAMEA3558141				
1773.8041	SAMEA3558144				
1773.8042	SAMEA3558145				
1773.8043	SAMEA3558146				
1773.8045	SAMEA3558148				
1773.8046	SAMEA3558149				
1773.8050	SAMEA3558153				
1773.8055	SAMEA3558158				
1773.8064	SAMEA3558169				
1773.8069	SAMEA3558175				
1773.8071	SAMEA3558177				
1773.8073	SAMEA3558179				
1773.8076	SAMEA3558183				
1773.8079	SAMEA3558186				
1773.8089	SAMEA3558196				
1773.8095	SAMEA3558202				
1773.8096	SAMEA3558203				
1773.8107	SAMEA3558214				
1773.8109	SAMEA3558216				
1773.8119	SAMEA3558226				
1773.8120	SAMEA3558227				
1773.8121	SAMEA3558228				
1773.8126	SAMEA3558233				
1773.8128	SAMEA3558235				
1733.1524	SAMEA104172468		Serbia	2008-2014	
1733.1526	SAMEA104172482		Serbia	2008-2014	
1733.1527	SAMEA104172416		Serbia	2008-2014	
1733.1529	SAMEA104172443		Serbia	2008-2014	
1733.1545	SAMEA104172421		Serbia	2008-2014	
1733.1548	SAMEA104172488		Serbia	2008-2014	
1733.1553	SAMEA104172456		Serbia	2008-2014	
1733.1559	SAMEA104172440		Serbia	2008-2014	
1733.1562	SAMEA104172475		Serbia	2008-2014	
1733.1564	SAMEA104172451		Serbia	2008-2014	
1733.1567	SAMEA104172507		Serbia	2008-2014	
1733.1568	SAMEA104172466		Serbia	2008-2014	
1733.1569	SAMEA104172483		Serbia	2008-2014	
1733.1570	SAMEA104172434		Serbia	2008-2014	
1733.1571	SAMEA104172485		Serbia	2008-2014	
1733.1572	SAMEA104172512		Serbia	2008-2014	
1733.1573	SAMEA104172457		Serbia	2008-2014	
1733.1575	SAMEA104172444		Serbia	2008-2014	
1733.1578	SAMEA104172445		Serbia	2008-2014	
1733.1585	SAMEA104172463		Serbia	2008-2014	
1733.1586	SAMEA104172494		Serbia	2008-2014	
1733.1590	SAMEA104172503		Serbia	2008-2014	
1733.1592	SAMEA104172464		Serbia	2008-2014	
1733.1593	SAMEA104172446		Serbia	2008-2014	
1733.1594	SAMEA104172476		Serbia	2008-2014	
1733.1598	SAMEA104172439		Serbia	2008-2014	
1733.1600	SAMEA104172499		Serbia	2008-2014	
1733.1601	SAMEA104172447		Serbia	2008-2014	
1733.1604	SAMEA104172498		Serbia	2008-2014	
1733.1609	SAMEA104172479		Serbia	2008-2014	
1733.1611	SAMEA104172423		Serbia	2008-2014	
1733.1612	SAMEA104172509		Serbia	2008-2014	
1733.1614	SAMEA104172491		Serbia	2008-2014	
1733.1615	SAMEA104172510		Serbia	2008-2014	
1733.1616	SAMEA104172455		Serbia	2008-2014	
1733.1618	SAMEA104172426		Serbia	2008-2014	
1733.1619	SAMEA104172472		Serbia	2008-2014	
1733.1620	SAMEA104172427		Serbia	2008-2014	
1733.1622	SAMEA104172460		Serbia	2008-2014	
1733.1625	SAMEA104172514		Serbia	2008-2014	
1733.1626	SAMEA104172436		Serbia	2008-2014	
1733.1628	SAMEA104172459		Serbia	2008-2014	
1733.1631	SAMEA104172478		Serbia	2008-2014	
1733.1637	SAMEA104172422		Serbia	2008-2014	
1733.1640	SAMEA104172511		Serbia	2008-2014	
1733.8699	SAMN01908743		China	2009-2012	
1733.8701	SAMN01908745		China	2009-2012	
1733.8702	SAMN01908746		China	2009-2012	
1733.8704	SAMN01908748		China	2009-2012	
1733.8706	SAMN01908750		China	2009-2012	
1733.8711	SAMN01908755		China	2009-2012	
1733.8712	SAMN01908756		China	2009-2012	
1733.8713	SAMN01908757		China	2009-2012	
1733.8716	SAMN01908760		China	2009-2012	
1733.8722	SAMN01908765		China	2009-2012	
1733.8725	SAMN01908768		China	2009-2012	
1733.8731	SAMN01908775		China	2009-2012	
1733.8732	SAMN01908776		China	2009-2012	
1733.8735	SAMN01908779		China	2009-2012	
1733.8737	SAMN01908781		China	2009-2012	
1733.8739	SAMN01908783		China	2009-2012	
1733.8741	SAMN01908785		China	2009-2012	
1733.8747	SAMN01908791		China	2009-2012	
1733.8749	SAMN01908793		China	2009-2012	
1733.8751	SAMN01908795		China	2009-2012	
1733.8756	SAMN01908801		China	2009-2012	
1733.8758	SAMN01908803		China	2009-2012	
1733.8759	SAMN01908804		China	2009-2012	
1733.8766	SAMN01908812		China	2009-2012	
1733.8769	SAMN01908815		China	2009-2012	
1733.8772	SAMN01908818		China	2009-2012	
1733.8777	SAMN01908823		China	2009-2012	
1733.8781	SAMN01908827		China	2009-2012	
1733.8782	SAMN01908828		China	2009-2012	
1733.8784	SAMN01908830		China	2009-2012	
1733.8788	SAMN01908834		China	2009-2012	
1733.8789	SAMN01908835		China	2009-2012	
1733.8792	SAMN01908838		China	2009-2012	
1733.8793	SAMN01908839		China	2009-2012	
1733.8795	SAMN01908841		China	2009-2012	
1733.8802	SAMN01908848		China	2009-2012	
1733.8803	SAMN01908849		China	2009-2012	
1733.8805	SAMN01908851		China	2009-2012	
1733.8807	SAMN01908853		China	2009-2012	
1733.8809	SAMN01908855		China	2009-2012	
1733.8812	SAMN01908858		China	2009-2012	
1733.8813	SAMN01908859		China	2009-2012	
1733.8817	SAMN01908863		China	2009-2012	
1733.8820	SAMN01908866		China	2009-2012	
1733.8821	SAMN01908867		China	2009-2012	
1733.8824	SAMN01908870		China	2009-2012	
1733.8825	SAMN01908871		China	2009-2012	
1733.8827	SAMN01908873		China	2009-2012	
1733.8840	SAMN01908886		China	2009-2012	
1733.8842	SAMN01908888		China	2009-2012	
1733.8844	SAMN01908890		China	2009-2012	
1733.8845	SAMN01908891		China	2009-2012	
1733.8846	SAMN01908892		China	2009-2012	
1733.8847	SAMN01908893		China	2009-2012	
1733.8848	SAMN01908894		China	2009-2012	
1733.8850	SAMN01908896		China	2009-2012	
1733.8853	SAMN01908899		China	2009-2012	
1733.9955	SAMN03653200	Shanghai	China	2009-2012	
1733.9956	SAMN03653201	Shanghai	China	2009-2012	
1733.9958	SAMN03653300	Shanghai	China	2009-2012	
1733.9959	SAMN03653301	Shanghai	China	2009-2012	
1733.9961	SAMN03653302	Shanghai	China	2009-2012	
1733.9960	SAMN03653303	Shanghai	China	2009-2012	
1733.9973	SAMN03653304	Shanghai	China	2009-2012	
1733.9972	SAMN03653305	Shanghai	China	2009-2012	
1733.9962	SAMN03653306	Shanghai	China	2009-2012	
1733.9965	SAMN03653309	Shanghai	China	2009-2012	
1733.9968	SAMN03653312	Shanghai	China	2009-2012	
1733.9950	SAMN03653318	Shanghai	China	2009-2012	
1733.9952	SAMN03653212	Shanghai	China	2009-2012	
1733.9954	SAMN03653321	Shanghai	China	2009-2012	
1733.9937	SAMN03653213	Shanghai	China	2009-2012	
1733.9943	SAMN03653219	Shanghai	China	2009-2012	
1733.9945	SAMN03653202	Shanghai	China	2009-2012	
1733.9944	SAMN03653220	Shanghai	China	2009-2012	
1733.9946	SAMN03653221	Shanghai	China	2009-2012	
1733.9933	SAMN03653230	Shanghai	China	2009-2012	
1733.9918	SAMN03653232	Shanghai	China	2009-2012	
1733.9919	SAMN03653233	Shanghai	China	2009-2012	
1733.9924	SAMN03653238	Shanghai	China	2009-2012	
1733.9925	SAMN03653239	Shanghai	China	2009-2012	
1733.9901	SAMN03653241	Shanghai	China	2009-2012	
1733.9903	SAMN03653243	Shanghai	China	2009-2012	
1733.9905	SAMN03653245	Shanghai	China	2009-2012	
1733.9906	SAMN03653246	Shanghai	China	2009-2012	
1733.9915	SAMN03653248	Shanghai	China	2009-2012	
1733.9887	SAMN03653259	Shanghai	China	2009-2012	
1733.9895	SAMN03653206	Shanghai	China	2009-2012	
1733.9891	SAMN03653268	Shanghai	China	2009-2012	
1733.9892	SAMN03653269	Shanghai	China	2009-2012	
1733.9893	SAMN03653207	Shanghai	China	2009-2012	
1733.9866	SAMN03653271	Shanghai	China	2009-2012	
1733.9867	SAMN03653272	Shanghai	China	2009-2012	
1733.9880	SAMN03653275	Shanghai	China	2009-2012	
1733.9882	SAMN03653277	Shanghai	China	2009-2012	
1733.9883	SAMN03653278	Shanghai	China	2009-2012	
1733.9869	SAMN03653208	Shanghai	China	2009-2012	
1733.9857	SAMN03653291	Shanghai	China	2009-2012	
1733.9864	SAMN03653296	Shanghai	China	2009-2012	
1733.9861	SAMN03653299	Shanghai	China	2009-2012	
1773.5733	SAMN03647097				
1773.5742	SAMN03647107				
1773.5744	SAMN03647109				
1773.5748	SAMN03647113				
1773.5757	SAMN03647122				
1773.5760	SAMN03647126				
1773.5763	SAMN03647129				
1773.5766	SAMN03647132				
1773.5768	SAMN03647134				
1773.5771	SAMN03647137				
1773.5772	SAMN03647138				
1773.5776	SAMN03647142				
1773.5777	SAMN03647143				
1773.5781	SAMN03647147				
1773.5786	SAMN03647152				
1773.5788	SAMN03647154				
1773.5793	SAMN03647159				
1773.5799	SAMN03647165				
1773.5800	SAMN03647166				
1773.5801	SAMN03647167				
1773.5803	SAMN03647169				
1773.5814	SAMN03647180				
1773.5817	SAMN03647183				
1773.5821	SAMN03647187				
1773.5824	SAMN03647190				
1773.5827	SAMN03647193				
1773.5828	SAMN03647194				
1773.5829	SAMN03647195				
1773.5835	SAMN03647201				
1773.5836	SAMN03647202				
1773.5838	SAMN03647204				
1773.5841	SAMN03647207				
1773.5850	SAMN03647216				
1773.5851	SAMN03647217				
1773.5852	SAMN03647218				
1773.5853	SAMN03647219				
1773.5856	SAMN03647222				
1773.5857	SAMN03647223				
1773.5858	SAMN03647224				
1773.5871	SAMN03647237				
